ID do Cliente,Idade,Gênero,Item Comprado,Categoria,Valor da Compra (R$),Localização,Tamanho,Cor,Estação,Avaliação,Status de Assinatura,Tipo de Envio,Desconto Aplicado,Código Promocional Utilizado,Compras Anteriores,Método de Pagamento,Frequência de Compras
996,44,Masculino,Shorts,Roupas,80,Salvador,M,Magenta,Primavera,3.0,Sim,Envio Em 2 Dias,Sim,Sim,10,Boleto Bancário,Semanalmente
997,29,Masculino,Luvas,Roupas,91,Teresina,L,Marrom,Verão,4.9,Sim,Padrão,Sim,Sim,32,Transferência Bancária,Trimestral
998,64,Masculino,Casaco,Roupas,30,Belém,M,Ciano,Primavera,3.6,Sim,Expressa,Sim,Sim,31,Cartão de Crédito,Quinzenal
999,51,Masculino,Jaqueta,Roupas,90,Rio de Janeiro,M,Branco,Primavera,3.8,Sim,Ar Do Dia Seguinte,Sim,Sim,48,Pix,Bi-Semanalmente
1000,50,Masculino,Moletom,Roupas,28,Campo Grande,L,Marrom,Primavera,2.9,Sim,Padrão,Sim,Sim,23,Cartão de Crédito,Por Mês
1001,43,Masculino,Saia,Roupas,46,Cuiabá,M,Vermelho,Inverno,3.9,Sim,Expressa,Sim,Sim,1,Dinheiro,Bi-Semanalmente
1002,61,Masculino,Calças,Roupas,60,João Pessoa,M,Laranja,Cair,3.6,Sim,Padrão,Sim,Sim,4,Boleto Bancário,Quinzenal
1003,55,Masculino,Mochila,Acessórios,59,São Paulo,M,Branco,Primavera,3.5,Sim,Retirada Na Loja,Sim,Sim,3,Cartão de Crédito,Bi-Semanalmente
1004,56,Masculino,Casaco,Roupas,68,Recife,M,Verde,Cair,4.0,Sim,Retirada Na Loja,Sim,Sim,3,Pix,Bi-Semanalmente
1005,33,Masculino,Blusa,Roupas,79,Porto Alegre,M,Preto,Verão,4.8,Sim,Envio Em 2 Dias,Sim,Sim,44,Boleto Bancário,Anualmente
1006,43,Masculino,Suéter,Roupas,94,Curitiba,M,Ouro,Inverno,3.9,Sim,Retirada Na Loja,Sim,Sim,5,Cartão de Débito,Bi-Semanalmente
1007,21,Masculino,Sandálias,Calçados,83,Aracaju,S,Lavanda,Verão,4.5,Sim,Ar Do Dia Seguinte,Sim,Sim,50,Transferência Bancária,Trimestral
1008,58,Masculino,Calças,Roupas,62,Rio de Janeiro,XL,Turquesa,Primavera,4.8,Sim,Padrão,Sim,Sim,2,Boleto Bancário,Anualmente
1009,41,Masculino,Mochila,Acessórios,85,Natal,M,Rosa,Primavera,2.6,Sim,Retirada Na Loja,Sim,Sim,29,Pix,Anualmente
1010,39,Masculino,Bolsa,Acessórios,30,São Paulo,M,Prata,Verão,3.1,Sim,Expressa,Sim,Sim,11,Transferência Bancária,Anualmente
1011,54,Masculino,Cachecol,Acessórios,24,Fortaleza,XL,Cinza,Primavera,4.7,Sim,Envio Em 2 Dias,Sim,Sim,37,Transferência Bancária,Quinzenal
1012,43,Masculino,Bolsa,Acessórios,25,Salvador,L,Indigo,Primavera,2.9,Sim,Ar Do Dia Seguinte,Sim,Sim,32,Dinheiro,Quinzenal
1013,28,Masculino,Moletom,Roupas,37,Fortaleza,L,Cerceta,Verão,3.8,Sim,Expressa,Sim,Sim,27,Cartão de Débito,Anualmente
1014,59,Masculino,Moletom,Roupas,69,João Pessoa,XL,Verde,Verão,3.8,Sim,Envio Em 2 Dias,Sim,Sim,31,Dinheiro,Bi-Semanalmente
1015,28,Masculino,Moletom,Roupas,97,Rio de Janeiro,M,Tolet,Verão,3.0,Sim,Padrão,Sim,Sim,36,Cartão de Crédito,Quinzenal
1016,68,Masculino,Jaqueta,Roupas,24,São Paulo,M,Ciano,Verão,4.1,Sim,Padrão,Sim,Sim,34,Transferência Bancária,Semanalmente
1017,20,Masculino,Saia,Roupas,30,Goiânia,XL,Azul,Verão,3.4,Sim,Expressa,Sim,Sim,15,Cartão de Débito,Cada 3 Meses
1018,21,Masculino,Calças,Roupas,53,Porto Alegre,L,Laranja,Cair,2.5,Sim,Expressa,Sim,Sim,14,Transferência Bancária,Anualmente
1019,50,Masculino,Moletom,Roupas,70,Palmas,XL,Carvão,Primavera,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,46,Cartão de Débito,Semanalmente
1020,32,Masculino,Luvas,Roupas,76,Manaus,S,Bege,Inverno,2.8,Sim,Padrão,Sim,Sim,33,Transferência Bancária,Bi-Semanalmente
1021,24,Masculino,Chapéu,Acessórios,95,Belo Horizonte,M,Preto,Cair,4.5,Sim,Expressa,Sim,Sim,41,Transferência Bancária,Anualmente
1022,55,Masculino,Mochila,Acessórios,51,João Pessoa,S,Lavanda,Inverno,4.9,Sim,Envio Em 2 Dias,Sim,Sim,39,Boleto Bancário,Semanalmente
1023,61,Masculino,Suéter,Roupas,41,Recife,M,Lavanda,Inverno,4.9,Sim,Retirada Na Loja,Sim,Sim,7,Dinheiro,Anualmente
1024,61,Masculino,Camisa,Roupas,71,Florianópolis,S,Turquesa,Inverno,3.5,Sim,Frete Grátis,Sim,Sim,29,Cartão de Débito,Cada 3 Meses
1025,28,Masculino,Cinto,Acessórios,66,Belo Horizonte,M,Roxa,Verão,3.5,Sim,Frete Grátis,Sim,Sim,18,Pix,Trimestral
1026,60,Masculino,Cachecol,Acessórios,84,Florianópolis,M,Oliva,Inverno,4.9,Sim,Frete Grátis,Sim,Sim,15,Dinheiro,Anualmente
1027,49,Masculino,Sandálias,Calçados,95,Teresina,L,Turquesa,Inverno,3.0,Sim,Expressa,Sim,Sim,39,Cartão de Crédito,Bi-Semanalmente
1028,33,Masculino,Mochila,Acessórios,90,São Paulo,L,Cerceta,Verão,2.8,Sim,Ar Do Dia Seguinte,Sim,Sim,11,Dinheiro,Por Mês
1029,45,Masculino,Shorts,Roupas,36,Palmas,S,Lavanda,Verão,3.7,Sim,Padrão,Sim,Sim,4,Boleto Bancário,Quinzenal
1030,29,Masculino,Sapatos,Calçados,22,Campo Grande,M,Roxa,Primavera,3.6,Sim,Envio Em 2 Dias,Sim,Sim,33,Cartão de Débito,Bi-Semanalmente
1031,58,Masculino,Luvas,Roupas,89,Curitiba,L,Azul,Inverno,3.3,Sim,Ar Do Dia Seguinte,Sim,Sim,37,Boleto Bancário,Trimestral
1032,22,Masculino,Tênis,Calçados,50,Teresina,M,Cerceta,Primavera,3.4,Sim,Frete Grátis,Sim,Sim,32,Dinheiro,Trimestral
1033,55,Masculino,Blusa,Roupas,36,Teresina,M,Lavanda,Cair,4.0,Sim,Frete Grátis,Sim,Sim,44,Dinheiro,Trimestral
1034,19,Masculino,Cinto,Acessórios,52,Belém,S,Prata,Primavera,4.6,Sim,Frete Grátis,Sim,Sim,41,Pix,Trimestral
1035,68,Masculino,Meias,Acessórios,29,Fortaleza,M,Oliva,Cair,4.2,Sim,Ar Do Dia Seguinte,Sim,Sim,44,Transferência Bancária,Semanalmente
1036,61,Masculino,Mochila,Acessórios,89,Curitiba,M,Marrom,Cair,2.8,Sim,Expressa,Sim,Sim,32,Cartão de Crédito,Anualmente
1037,68,Masculino,Chapéu,Acessórios,47,Salvador,M,Yellow,Cair,3.7,Sim,Envio Em 2 Dias,Sim,Sim,13,Transferência Bancária,Por Mês
1038,52,Masculino,Cachecol,Acessórios,25,João Pessoa,XL,Marrom,Primavera,3.4,Sim,Padrão,Sim,Sim,48,Cartão de Débito,Trimestral
1039,41,Masculino,Moletom,Roupas,74,Recife,XL,Ciano,Cair,3.0,Sim,Expressa,Sim,Sim,3,Transferência Bancária,Semanalmente
1040,29,Masculino,Cinto,Acessórios,46,Natal,M,Magenta,Cair,4.8,Sim,Padrão,Sim,Sim,39,Dinheiro,Por Mês
1041,68,Masculino,Luvas,Roupas,22,Manaus,S,Magenta,Cair,4.0,Sim,Ar Do Dia Seguinte,Sim,Sim,7,Cartão de Débito,Quinzenal
1042,36,Masculino,Botas,Calçados,25,Natal,M,Laranja,Verão,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,11,Cartão de Débito,Quinzenal
1043,55,Masculino,Mochila,Acessórios,80,Palmas,M,Marrom,Primavera,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,47,Pix,Semanalmente
1044,28,Masculino,Joias,Acessórios,76,Manaus,M,Verde,Primavera,3.3,Sim,Envio Em 2 Dias,Sim,Sim,28,Pix,Quinzenal
1045,39,Masculino,Calças,Roupas,30,Recife,L,Cerceta,Verão,4.4,Sim,Ar Do Dia Seguinte,Sim,Sim,17,Cartão de Débito,Cada 3 Meses
1046,54,Masculino,Botas,Calçados,79,Rio de Janeiro,L,Preto,Cair,3.5,Sim,Envio Em 2 Dias,Sim,Sim,11,Dinheiro,Bi-Semanalmente
1047,40,Masculino,Blusa,Roupas,22,Fortaleza,M,Magenta,Inverno,4.2,Sim,Padrão,Sim,Sim,12,Cartão de Débito,Anualmente
1048,31,Masculino,Camisa,Roupas,36,São Paulo,S,Oliva,Cair,4.2,Sim,Padrão,Sim,Sim,7,Pix,Quinzenal
1049,30,Masculino,Camisa,Roupas,77,João Pessoa,L,Yellow,Cair,2.7,Sim,Padrão,Sim,Sim,19,Cartão de Débito,Quinzenal
1050,45,Masculino,Moletom,Roupas,33,Porto Alegre,S,Roxa,Cair,2.8,Sim,Retirada Na Loja,Sim,Sim,24,Boleto Bancário,Trimestral
1051,48,Masculino,Chapéu,Acessórios,64,Recife,M,Bege,Inverno,3.8,Sim,Ar Do Dia Seguinte,Sim,Sim,19,Pix,Por Mês
1052,45,Masculino,Shorts,Roupas,53,Recife,M,Indigo,Cair,2.6,Sim,Frete Grátis,Sim,Sim,39,Cartão de Crédito,Anualmente
1053,60,Masculino,Cachecol,Acessórios,36,Belo Horizonte,XL,Rosa,Cair,3.0,Sim,Envio Em 2 Dias,Sim,Sim,1,Boleto Bancário,Quinzenal
1054,59,Masculino,Mochila,Acessórios,70,Recife,M,Azul,Primavera,3.3,No,Envio Em 2 Dias,Sim,Sim,10,Transferência Bancária,Bi-Semanalmente
1055,18,Masculino,Cachecol,Acessórios,96,Cuiabá,L,Ciano,Inverno,4.9,No,Expressa,Sim,Sim,48,Transferência Bancária,Trimestral
1056,70,Masculino,Blusa,Roupas,27,Fortaleza,M,Laranja,Primavera,3.3,No,Ar Do Dia Seguinte,Sim,Sim,24,Cartão de Débito,Anualmente
1057,20,Masculino,Mochila,Acessórios,64,Brasília,L,Preto,Inverno,2.9,No,Envio Em 2 Dias,Sim,Sim,42,Boleto Bancário,Quinzenal
1058,65,Masculino,Calças,Roupas,23,Manaus,S,Marrom,Primavera,4.4,No,Envio Em 2 Dias,Sim,Sim,20,Dinheiro,Semanalmente
1059,29,Masculino,Óculos de Sol,Acessórios,33,Cuiabá,L,Tolet,Verão,3.1,No,Ar Do Dia Seguinte,Sim,Sim,49,Transferência Bancária,Cada 3 Meses
1060,22,Masculino,Cinto,Acessórios,34,Goiânia,M,Bege,Inverno,2.5,No,Padrão,Sim,Sim,25,Cartão de Crédito,Por Mês
1061,27,Masculino,Casaco,Roupas,35,Recife,S,Cinza,Verão,2.6,No,Ar Do Dia Seguinte,Sim,Sim,21,Cartão de Crédito,Cada 3 Meses
1062,36,Masculino,Casaco,Roupas,62,Manaus,M,Cinza,Verão,4.4,No,Frete Grátis,Sim,Sim,12,Dinheiro,Cada 3 Meses
1063,59,Masculino,Tênis,Calçados,75,Belo Horizonte,M,Marrom,Cair,2.6,No,Ar Do Dia Seguinte,Sim,Sim,21,Cartão de Crédito,Cada 3 Meses
1064,62,Masculino,Meias,Acessórios,29,Salvador,S,Indigo,Verão,3.3,No,Frete Grátis,Sim,Sim,35,Boleto Bancário,Por Mês
1065,34,Masculino,Vestido,Roupas,28,Belém,M,Tolet,Primavera,3.5,No,Expressa,Sim,Sim,42,Boleto Bancário,Cada 3 Meses
1066,59,Masculino,Cachecol,Acessórios,20,Teresina,XL,Azul,Primavera,4.1,No,Retirada Na Loja,Sim,Sim,3,Boleto Bancário,Cada 3 Meses
1067,49,Masculino,Botas,Calçados,96,Natal,M,Vermelho,Inverno,4.0,No,Retirada Na Loja,Sim,Sim,11,Cartão de Crédito,Bi-Semanalmente
1068,18,Masculino,Vestido,Roupas,43,Teresina,S,Pêssego,Verão,2.7,No,Envio Em 2 Dias,Sim,Sim,22,Transferência Bancária,Trimestral
1069,55,Masculino,Chapéu,Acessórios,94,Belém,M,Oliva,Cair,2.5,No,Padrão,Sim,Sim,47,Dinheiro,Semanalmente
1070,38,Masculino,Moletom,Roupas,81,Cuiabá,XL,Branco,Cair,4.3,No,Ar Do Dia Seguinte,Sim,Sim,33,Cartão de Crédito,Cada 3 Meses
1071,50,Masculino,Meias,Acessórios,75,Cuiabá,M,Magenta,Verão,3.3,No,Frete Grátis,Sim,Sim,50,Cartão de Débito,Semanalmente
1072,61,Masculino,Saia,Roupas,81,Cuiabá,M,Bege,Verão,2.6,No,Expressa,Sim,Sim,46,Cartão de Crédito,Por Mês
1073,48,Masculino,Mochila,Acessórios,92,Cuiabá,L,Ouro,Cair,3.5,No,Expressa,Sim,Sim,34,Transferência Bancária,Quinzenal
1074,22,Masculino,Sandálias,Calçados,96,Goiânia,XL,Roxa,Primavera,4.0,No,Retirada Na Loja,Sim,Sim,33,Cartão de Débito,Por Mês
1075,48,Masculino,Vestido,Roupas,71,Palmas,S,Branco,Cair,2.6,No,Padrão,Sim,Sim,45,Boleto Bancário,Quinzenal
1076,57,Masculino,Blusa,Roupas,50,Brasília,L,Indigo,Verão,4.9,No,Ar Do Dia Seguinte,Sim,Sim,32,Transferência Bancária,Bi-Semanalmente
1077,33,Masculino,Luvas,Roupas,72,Natal,L,Carvão,Primavera,2.9,No,Padrão,Sim,Sim,47,Cartão de Crédito,Bi-Semanalmente
1078,58,Masculino,Luvas,Roupas,28,Palmas,M,Rosa,Inverno,3.7,No,Padrão,Sim,Sim,5,Cartão de Crédito,Trimestral
1079,37,Masculino,Chapéu,Acessórios,59,Salvador,M,Prata,Cair,4.4,No,Expressa,Sim,Sim,49,Transferência Bancária,Quinzenal
1080,18,Masculino,Cinto,Acessórios,33,Manaus,S,Azul,Verão,4.4,No,Frete Grátis,Sim,Sim,48,Cartão de Crédito,Por Mês
1081,65,Masculino,Cinto,Acessórios,59,Porto Alegre,L,Azul,Cair,3.8,No,Expressa,Sim,Sim,22,Cartão de Crédito,Cada 3 Meses
1082,62,Masculino,Jaqueta,Roupas,30,Manaus,XL,Marrom,Primavera,4.5,No,Padrão,Sim,Sim,45,Boleto Bancário,Anualmente
1083,54,Masculino,Moletom,Roupas,85,Rio de Janeiro,XL,Ciano,Inverno,2.6,No,Ar Do Dia Seguinte,Sim,Sim,30,Transferência Bancária,Trimestral
1084,35,Masculino,Moletom,Roupas,97,Manaus,L,Cerceta,Verão,3.3,No,Retirada Na Loja,Sim,Sim,43,Pix,Semanalmente
1085,34,Masculino,Sapatos,Calçados,36,Fortaleza,S,Roxa,Cair,4.1,No,Ar Do Dia Seguinte,Sim,Sim,48,Dinheiro,Trimestral
1086,25,Masculino,Joias,Acessórios,85,Aracaju,M,Turquesa,Inverno,3.0,No,Retirada Na Loja,Sim,Sim,23,Boleto Bancário,Quinzenal
1087,53,Masculino,Sapatos,Calçados,62,Campo Grande,M,Oliva,Inverno,3.0,No,Frete Grátis,Sim,Sim,27,Transferência Bancária,Bi-Semanalmente
1088,45,Masculino,Cachecol,Acessórios,71,Belém,S,Branco,Inverno,3.4,No,Ar Do Dia Seguinte,Sim,Sim,7,Transferência Bancária,Por Mês
1089,49,Masculino,Sandálias,Calçados,21,São Paulo,M,Turquesa,Inverno,2.7,No,Frete Grátis,Sim,Sim,2,Boleto Bancário,Semanalmente
1090,40,Masculino,Shorts,Roupas,61,Cuiabá,M,Prata,Primavera,3.8,No,Ar Do Dia Seguinte,Sim,Sim,33,Dinheiro,Bi-Semanalmente
1091,38,Masculino,Vestido,Roupas,58,Teresina,M,Tolet,Primavera,4.2,No,Retirada Na Loja,Sim,Sim,27,Pix,Quinzenal
1092,44,Masculino,Calças,Roupas,80,Aracaju,L,Lavanda,Primavera,4.7,No,Retirada Na Loja,Sim,Sim,6,Dinheiro,Quinzenal
1093,68,Masculino,Blusa,Roupas,50,Cuiabá,L,Magenta,Primavera,4.1,No,Envio Em 2 Dias,Sim,Sim,20,Cartão de Débito,Trimestral
1094,60,Masculino,Calças,Roupas,48,Salvador,S,Indigo,Inverno,4.2,No,Envio Em 2 Dias,Sim,Sim,46,Cartão de Débito,Cada 3 Meses
1095,25,Masculino,Suéter,Roupas,40,Florianópolis,M,Preto,Inverno,4.8,No,Ar Do Dia Seguinte,Sim,Sim,25,Boleto Bancário,Trimestral
1096,19,Masculino,Cachecol,Acessórios,34,Belo Horizonte,S,Pêssego,Verão,3.0,No,Frete Grátis,Sim,Sim,30,Pix,Trimestral
1097,57,Masculino,Botas,Calçados,46,Cuiabá,S,Bege,Cair,2.6,No,Padrão,Sim,Sim,48,Dinheiro,Anualmente
1098,58,Masculino,Jaqueta,Roupas,27,São Paulo,M,Preto,Verão,3.2,No,Retirada Na Loja,Sim,Sim,47,Cartão de Débito,Semanalmente
1099,49,Masculino,Meias,Acessórios,98,Belém,S,Turquesa,Primavera,3.6,No,Ar Do Dia Seguinte,Sim,Sim,27,Boleto Bancário,Semanalmente
1100,19,Masculino,Jaqueta,Roupas,73,Salvador,M,Pêssego,Cair,2.6,No,Ar Do Dia Seguinte,Sim,Sim,45,Cartão de Débito,Quinzenal
1101,50,Masculino,Calças,Roupas,28,Porto Alegre,L,Ouro,Primavera,4.4,No,Expressa,Sim,Sim,2,Transferência Bancária,Semanalmente
1102,30,Masculino,Cachecol,Acessórios,76,Rio de Janeiro,XL,Prata,Cair,3.0,No,Frete Grátis,Sim,Sim,39,Boleto Bancário,Quinzenal
1103,52,Masculino,Sandálias,Calçados,83,Belém,M,Pêssego,Cair,2.9,No,Expressa,Sim,Sim,24,Cartão de Crédito,Quinzenal
1104,35,Masculino,Blusa,Roupas,23,Porto Alegre,S,Carvão,Primavera,4.3,No,Frete Grátis,Sim,Sim,8,Pix,Bi-Semanalmente
1105,35,Masculino,Cachecol,Acessórios,28,Rio de Janeiro,M,Bege,Cair,3.1,No,Expressa,Sim,Sim,8,Pix,Trimestral
1106,33,Masculino,Blusa,Roupas,83,Brasília,S,Oliva,Primavera,3.0,No,Ar Do Dia Seguinte,Sim,Sim,6,Transferência Bancária,Cada 3 Meses
1107,52,Masculino,Vestido,Roupas,96,Teresina,L,Tolet,Inverno,3.6,No,Retirada Na Loja,Sim,Sim,12,Dinheiro,Quinzenal
1108,69,Masculino,Botas,Calçados,62,São Paulo,M,Pêssego,Cair,2.8,No,Retirada Na Loja,Sim,Sim,26,Dinheiro,Semanalmente
1109,27,Masculino,Meias,Acessórios,25,Fortaleza,M,Cerceta,Cair,2.8,No,Padrão,Sim,Sim,50,Dinheiro,Quinzenal
1110,66,Masculino,Luvas,Roupas,97,Natal,L,Tolet,Inverno,4.9,No,Ar Do Dia Seguinte,Sim,Sim,2,Boleto Bancário,Semanalmente
1111,28,Masculino,Vestido,Roupas,61,Goiânia,L,Ciano,Cair,3.0,No,Padrão,Sim,Sim,31,Cartão de Débito,Bi-Semanalmente
1112,22,Masculino,Vestido,Roupas,66,Fortaleza,S,Oliva,Verão,4.1,No,Ar Do Dia Seguinte,Sim,Sim,4,Pix,Bi-Semanalmente
1113,69,Masculino,Casaco,Roupas,67,Palmas,XL,Rosa,Primavera,4.6,No,Frete Grátis,Sim,Sim,32,Dinheiro,Trimestral
1114,28,Masculino,Tênis,Calçados,80,Fortaleza,M,Roxa,Verão,4.8,No,Ar Do Dia Seguinte,Sim,Sim,11,Cartão de Débito,Bi-Semanalmente
1115,55,Masculino,Casaco,Roupas,25,Natal,L,Tolet,Cair,2.6,No,Ar Do Dia Seguinte,Sim,Sim,47,Boleto Bancário,Cada 3 Meses
1116,30,Masculino,Sandálias,Calçados,58,Curitiba,S,Pêssego,Cair,4.0,No,Envio Em 2 Dias,Sim,Sim,37,Cartão de Débito,Semanalmente
1117,67,Masculino,Moletom,Roupas,96,Palmas,M,Carvão,Inverno,4.2,No,Expressa,Sim,Sim,39,Transferência Bancária,Quinzenal
1118,25,Masculino,Saia,Roupas,77,Salvador,L,Lavanda,Primavera,4.5,No,Retirada Na Loja,Sim,Sim,24,Cartão de Crédito,Por Mês
1119,49,Masculino,Vestido,Roupas,65,Belo Horizonte,M,Roxa,Verão,4.9,No,Padrão,Sim,Sim,11,Pix,Cada 3 Meses
1120,34,Masculino,Joias,Acessórios,36,Teresina,M,Indigo,Primavera,3.1,No,Padrão,Sim,Sim,36,Pix,Semanalmente
1121,22,Masculino,Saia,Roupas,84,Natal,M,Magenta,Inverno,4.0,No,Ar Do Dia Seguinte,Sim,Sim,40,Cartão de Débito,Por Mês
1122,63,Masculino,Saia,Roupas,58,Rio de Janeiro,XL,Pêssego,Cair,3.2,No,Expressa,Sim,Sim,25,Transferência Bancária,Trimestral
1123,70,Masculino,Shorts,Roupas,62,Florianópolis,S,Carvão,Primavera,4.3,No,Envio Em 2 Dias,Sim,Sim,12,Boleto Bancário,Anualmente
1124,36,Masculino,Casaco,Roupas,67,Rio de Janeiro,S,Roxa,Cair,2.5,No,Retirada Na Loja,Sim,Sim,38,Cartão de Débito,Por Mês
1125,42,Masculino,Casaco,Roupas,20,Cuiabá,M,Laranja,Primavera,4.9,No,Expressa,Sim,Sim,40,Cartão de Débito,Trimestral
1126,27,Masculino,Saia,Roupas,90,Curitiba,M,Lavanda,Verão,2.7,No,Envio Em 2 Dias,Sim,Sim,10,Cartão de Débito,Semanalmente
1127,23,Masculino,Sandálias,Calçados,58,Belém,L,Bege,Inverno,3.4,No,Padrão,Sim,Sim,47,Cartão de Crédito,Quinzenal
1128,50,Masculino,Saia,Roupas,53,Rio de Janeiro,XL,Marrom,Primavera,4.8,No,Retirada Na Loja,Sim,Sim,22,Dinheiro,Por Mês
1129,56,Masculino,Bolsa,Acessórios,30,Salvador,L,Carvão,Inverno,4.7,No,Ar Do Dia Seguinte,Sim,Sim,35,Cartão de Crédito,Por Mês
1130,37,Masculino,Cachecol,Acessórios,65,João Pessoa,XL,Branco,Inverno,4.7,No,Expressa,Sim,Sim,46,Transferência Bancária,Quinzenal
1131,67,Masculino,Moletom,Roupas,41,São Paulo,M,Lavanda,Verão,3.9,No,Padrão,Sim,Sim,30,Transferência Bancária,Bi-Semanalmente
1132,67,Masculino,Joias,Acessórios,73,Cuiabá,M,Preto,Primavera,3.7,No,Expressa,Sim,Sim,20,Boleto Bancário,Por Mês
1133,50,Masculino,Suéter,Roupas,98,Brasília,S,Cerceta,Primavera,4.3,No,Retirada Na Loja,Sim,Sim,25,Cartão de Crédito,Quinzenal
1134,36,Masculino,Bolsa,Acessórios,36,João Pessoa,XL,Magenta,Inverno,4.1,No,Envio Em 2 Dias,Sim,Sim,29,Transferência Bancária,Semanalmente
1135,62,Masculino,Bolsa,Acessórios,81,Salvador,M,Marrom,Verão,4.6,No,Expressa,Sim,Sim,2,Cartão de Crédito,Cada 3 Meses
1136,65,Masculino,Joias,Acessórios,90,Aracaju,L,Pêssego,Inverno,3.6,No,Envio Em 2 Dias,Sim,Sim,32,Dinheiro,Trimestral
1137,23,Masculino,Moletom,Roupas,83,Rio de Janeiro,S,Ciano,Verão,4.8,No,Frete Grátis,Sim,Sim,37,Transferência Bancária,Por Mês
1138,46,Masculino,Tênis,Calçados,91,Belo Horizonte,XL,Rosa,Inverno,2.8,No,Envio Em 2 Dias,Sim,Sim,16,Cartão de Débito,Cada 3 Meses
1139,18,Masculino,Saia,Roupas,36,Porto Alegre,M,Roxa,Verão,4.7,No,Expressa,Sim,Sim,32,Cartão de Crédito,Quinzenal
1140,58,Masculino,Mochila,Acessórios,53,Belém,L,Roxa,Primavera,3.9,No,Padrão,Sim,Sim,42,Cartão de Crédito,Bi-Semanalmente
1141,31,Masculino,Blusa,Roupas,39,Recife,M,Branco,Inverno,2.6,No,Retirada Na Loja,Sim,Sim,6,Cartão de Crédito,Cada 3 Meses
1142,39,Masculino,Camisa,Roupas,33,Florianópolis,S,Prata,Inverno,4.7,No,Ar Do Dia Seguinte,Sim,Sim,23,Pix,Quinzenal
1143,69,Masculino,Chapéu,Acessórios,76,Campo Grande,L,Verde,Primavera,3.5,No,Retirada Na Loja,Sim,Sim,27,Pix,Bi-Semanalmente
1144,68,Masculino,Cachecol,Acessórios,23,Recife,L,Cerceta,Inverno,4.4,No,Padrão,Sim,Sim,43,Boleto Bancário,Trimestral
1145,41,Masculino,Blusa,Roupas,54,Curitiba,S,Indigo,Cair,4.4,No,Envio Em 2 Dias,Sim,Sim,25,Transferência Bancária,Quinzenal
1146,31,Masculino,Sandálias,Calçados,89,Cuiabá,L,Rosa,Verão,3.0,No,Expressa,Sim,Sim,30,Boleto Bancário,Cada 3 Meses
1147,48,Masculino,Tênis,Calçados,38,Porto Alegre,M,Indigo,Verão,4.2,No,Padrão,Sim,Sim,7,Transferência Bancária,Cada 3 Meses
1148,59,Masculino,Moletom,Roupas,36,Fortaleza,XL,Vermelho,Inverno,4.3,No,Ar Do Dia Seguinte,Sim,Sim,17,Pix,Anualmente
1149,34,Masculino,Camisa,Roupas,66,Curitiba,M,Tolet,Primavera,2.6,No,Retirada Na Loja,Sim,Sim,10,Dinheiro,Quinzenal
1150,21,Masculino,Bolsa,Acessórios,42,Curitiba,L,Ciano,Primavera,3.3,No,Retirada Na Loja,Sim,Sim,40,Pix,Anualmente
1151,29,Masculino,Camisa,Roupas,36,Brasília,S,Vermelho,Inverno,2.7,No,Ar Do Dia Seguinte,Sim,Sim,50,Pix,Bi-Semanalmente
1152,41,Masculino,Botas,Calçados,86,Campo Grande,M,Cinza,Primavera,4.2,No,Expressa,Sim,Sim,24,Cartão de Crédito,Semanalmente
1153,62,Masculino,Bolsa,Acessórios,49,Belo Horizonte,M,Ouro,Cair,4.0,No,Padrão,Sim,Sim,8,Boleto Bancário,Cada 3 Meses
1154,27,Masculino,Suéter,Roupas,41,Aracaju,M,Rosa,Verão,4.0,No,Frete Grátis,Sim,Sim,6,Cartão de Débito,Trimestral
1155,49,Masculino,Chapéu,Acessórios,82,Rio de Janeiro,L,Ciano,Primavera,2.9,No,Envio Em 2 Dias,Sim,Sim,44,Pix,Bi-Semanalmente
1156,67,Masculino,Blusa,Roupas,53,Palmas,S,Vermelho,Cair,2.6,No,Expressa,Sim,Sim,47,Boleto Bancário,Trimestral
1157,20,Masculino,Calças,Roupas,21,Aracaju,M,Ouro,Verão,4.8,No,Expressa,Sim,Sim,6,Pix,Cada 3 Meses
1158,37,Masculino,Suéter,Roupas,66,Palmas,M,Carvão,Cair,4.4,No,Padrão,Sim,Sim,11,Cartão de Crédito,Trimestral
1159,69,Masculino,Blusa,Roupas,89,Rio de Janeiro,L,Laranja,Verão,4.0,No,Envio Em 2 Dias,Sim,Sim,41,Dinheiro,Anualmente
1160,66,Masculino,Tênis,Calçados,55,Salvador,L,Azul,Cair,3.6,No,Envio Em 2 Dias,Sim,Sim,46,Pix,Cada 3 Meses
1161,37,Masculino,Jaqueta,Roupas,42,João Pessoa,S,Azul,Verão,3.2,No,Ar Do Dia Seguinte,Sim,Sim,9,Transferência Bancária,Bi-Semanalmente
1162,63,Masculino,Suéter,Roupas,52,Campo Grande,S,Laranja,Cair,3.1,No,Envio Em 2 Dias,Sim,Sim,37,Boleto Bancário,Por Mês
1163,47,Masculino,Suéter,Roupas,92,Curitiba,M,Azul,Inverno,4.2,No,Expressa,Sim,Sim,13,Pix,Semanalmente
1164,26,Masculino,Óculos de Sol,Acessórios,56,Goiânia,L,Branco,Verão,3.0,No,Envio Em 2 Dias,Sim,Sim,24,Transferência Bancária,Por Mês
