ID do Cliente,Idade,Gênero,Item Comprado,Categoria,Valor da Compra (R$),Localização,Tamanho,Cor,Estação,Avaliação,Status de Assinatura,Tipo de Envio,Desconto Aplicado,Código Promocional Utilizado,Compras Anteriores,Método de Pagamento,Frequência de Compras
935,45,Masculino,Jeans,Roupas,47,Oregon,S,Yellow,Primavera,3.7,Sim,Expressa,Sim,Sim,21,Bank Transfer,Por Mês
936,58,Masculino,Hoodie,Roupas,51,Ohio,L,Branco,Cair,2.6,Sim,Retirada Na Loja,Sim,Sim,2,Bank Transfer,Quinzenal
937,31,Masculino,Shoes,Calçados,84,Maine,M,Rosa,Verão,2.7,Sim,Frete Grátis,Sim,Sim,28,Cash,Semanalmente
938,32,Masculino,Shorts,Roupas,24,Iowa,M,Magenta,Verão,2.7,Sim,Expressa,Sim,Sim,18,Venmo,Trimestral
939,36,Masculino,Blouse,Roupas,97,Wisconsin,S,Cerceta,Cair,4.8,Sim,Frete Grátis,Sim,Sim,21,Debit Card,Quinzenal
940,25,Masculino,T-shirt,Roupas,89,New York,L,Indigo,Inverno,4.8,Sim,Ar Do Dia Seguinte,Sim,Sim,24,CVermelhoit Card,Por Mês
941,48,Masculino,Belt,Acessórios,44,Colorado,S,Marrom,Primavera,2.6,Sim,Retirada Na Loja,Sim,Sim,15,PayPal,Cada 3 Meses
942,39,Masculino,Handbag,Acessórios,35,Illinois,L,Preto,Inverno,4.5,Sim,Envio Em 2 Dias,Sim,Sim,38,PayPal,Cada 3 Meses
943,26,Masculino,Dress,Roupas,91,Arizona,M,Ciano,Inverno,3.2,Sim,Expressa,Sim,Sim,38,PayPal,Bi-Semanalmente
944,32,Masculino,Hat,Acessórios,63,Oklahoma,L,Ciano,Inverno,3.8,Sim,Ar Do Dia Seguinte,Sim,Sim,13,Venmo,Quinzenal
945,54,Masculino,Belt,Acessórios,97,Indiana,S,Cinza,Primavera,4.8,Sim,Expressa,Sim,Sim,39,Cash,Bi-Semanalmente
946,38,Masculino,Boots,Calçados,38,Minnesota,M,Tolet,Verão,4.1,Sim,Retirada Na Loja,Sim,Sim,8,Venmo,Cada 3 Meses
947,46,Masculino,Coat,Agasalhos,24,Pennsylvania,XL,Azul,Primavera,2.8,Sim,Ar Do Dia Seguinte,Sim,Sim,4,PayPal,Trimestral
948,57,Masculino,Blouse,Roupas,32,Indiana,M,Carvão,Inverno,3.9,Sim,Retirada Na Loja,Sim,Sim,6,Cash,Cada 3 Meses
949,49,Masculino,Hat,Acessórios,90,Alabama,L,Oliva,Verão,4.9,Sim,Expressa,Sim,Sim,11,Venmo,Cada 3 Meses
950,33,Masculino,Jeans,Roupas,36,Montana,M,Oliva,Verão,3.4,Sim,Padrão,Sim,Sim,49,Venmo,Por Mês
951,54,Masculino,Backpack,Acessórios,37,New Mexico,XL,Turquesa,Inverno,4.1,Sim,Frete Grátis,Sim,Sim,30,PayPal,Trimestral
952,47,Masculino,Dress,Roupas,51,Alaska,M,Ciano,Verão,2.9,Sim,Expressa,Sim,Sim,34,Bank Transfer,Por Mês
953,36,Masculino,Hat,Acessórios,71,Idaho,S,Vermelho,Cair,3.1,Sim,Envio Em 2 Dias,Sim,Sim,28,PayPal,Por Mês
954,68,Masculino,Sunglasses,Acessórios,50,Utah,S,Ciano,Primavera,3.6,Sim,Envio Em 2 Dias,Sim,Sim,36,Venmo,Trimestral
955,60,Masculino,Hat,Acessórios,74,Louisiana,S,Turquesa,Cair,3.5,Sim,Padrão,Sim,Sim,18,CVermelhoit Card,Cada 3 Meses
956,55,Masculino,Dress,Roupas,75,Mississippi,L,Lavanda,Verão,3.4,Sim,Frete Grátis,Sim,Sim,4,PayPal,Por Mês
957,29,Masculino,Shirt,Roupas,99,Mississippi,XL,Ciano,Primavera,2.9,Sim,Envio Em 2 Dias,Sim,Sim,42,Debit Card,Trimestral
958,38,Masculino,Scarf,Acessórios,23,Indiana,XL,Tolet,Primavera,4.7,Sim,Retirada Na Loja,Sim,Sim,11,Cash,Trimestral
959,70,Masculino,Sneakers,Calçados,53,Washington,XL,Bege,Inverno,4.4,Sim,Frete Grátis,Sim,Sim,31,CVermelhoit Card,Bi-Semanalmente
960,36,Masculino,Skirt,Roupas,99,Nevada,M,Ciano,Primavera,2.6,Sim,Padrão,Sim,Sim,12,Cash,Quinzenal
961,18,Masculino,Jewelry,Acessórios,48,Louisiana,XL,Indigo,Primavera,4.4,Sim,Padrão,Sim,Sim,20,Venmo,Trimestral
962,62,Masculino,Boots,Calçados,72,Pennsylvania,L,Oliva,Cair,3.7,Sim,Ar Do Dia Seguinte,Sim,Sim,37,Debit Card,Trimestral
963,29,Masculino,Sunglasses,Acessórios,64,Michigan,L,Verde,Primavera,4.4,Sim,Padrão,Sim,Sim,26,Debit Card,Quinzenal
964,21,Masculino,Boots,Calçados,63,South Carolina,L,Verde,Primavera,2.5,Sim,Envio Em 2 Dias,Sim,Sim,14,CVermelhoit Card,Semanalmente
965,42,Masculino,Sandals,Calçados,51,Arizona,M,Bege,Primavera,2.6,Sim,Ar Do Dia Seguinte,Sim,Sim,12,Venmo,Bi-Semanalmente
966,43,Masculino,Boots,Calçados,55,Delaware,L,Preto,Primavera,5,Sim,Retirada Na Loja,Sim,Sim,10,CVermelhoit Card,Anualmente
967,58,Masculino,Dress,Roupas,55,Kentucky,M,Marrom,Primavera,4.9,Sim,Expressa,Sim,Sim,19,Cash,Anualmente
968,27,Masculino,Hoodie,Roupas,26,Georgia,S,Prata,Verão,3.7,Sim,Retirada Na Loja,Sim,Sim,4,Cash,Semanalmente
969,57,Masculino,Shorts,Roupas,67,North Carolina,L,Cinza,Verão,3.1,Sim,Ar Do Dia Seguinte,Sim,Sim,48,Bank Transfer,Trimestral
970,40,Masculino,Coat,Agasalhos,31,California,S,Rosa,Cair,3.2,Sim,Expressa,Sim,Sim,37,PayPal,Por Mês
971,45,Masculino,Jeans,Roupas,66,California,S,Marrom,Inverno,4.4,Sim,Frete Grátis,Sim,Sim,4,Cash,Por Mês
972,47,Masculino,Sunglasses,Acessórios,67,Indiana,M,Ciano,Verão,4.3,Sim,Ar Do Dia Seguinte,Sim,Sim,15,CVermelhoit Card,Semanalmente
973,61,Masculino,Sneakers,Calçados,61,Colorado,L,Ouro,Inverno,3,Sim,Padrão,Sim,Sim,33,CVermelhoit Card,Semanalmente
974,60,Masculino,Jacket,Agasalhos,75,Colorado,M,Cerceta,Cair,3.5,Sim,Envio Em 2 Dias,Sim,Sim,30,Bank Transfer,Trimestral
975,69,Masculino,Skirt,Roupas,90,North Carolina,M,Bege,Primavera,3.6,Sim,Envio Em 2 Dias,Sim,Sim,23,Bank Transfer,Por Mês
976,58,Masculino,Sweater,Roupas,40,Washington,M,Oliva,Verão,3.8,Sim,Envio Em 2 Dias,Sim,Sim,2,Bank Transfer,Semanalmente
977,34,Masculino,T-shirt,Roupas,90,Florida,M,Cinza,Cair,3.6,Sim,Expressa,Sim,Sim,50,CVermelhoit Card,Cada 3 Meses
978,20,Masculino,Belt,Acessórios,20,Washington,M,Preto,Primavera,4.6,Sim,Expressa,Sim,Sim,34,Cash,Bi-Semanalmente
979,56,Masculino,Gloves,Acessórios,40,Colorado,M,Turquesa,Verão,2.5,Sim,Padrão,Sim,Sim,33,CVermelhoit Card,Semanalmente
980,64,Masculino,Hat,Acessórios,33,New Hampshire,S,Marrom,Cair,3.5,Sim,Retirada Na Loja,Sim,Sim,34,Debit Card,Por Mês
981,56,Masculino,Boots,Calçados,98,Maryland,S,Magenta,Primavera,4,Sim,Frete Grátis,Sim,Sim,39,PayPal,Cada 3 Meses
982,27,Masculino,Belt,Acessórios,42,Maryland,M,Prata,Primavera,3.5,Sim,Ar Do Dia Seguinte,Sim,Sim,47,CVermelhoit Card,Trimestral
983,35,Masculino,Coat,Agasalhos,62,Texas,S,Vermelho,Verão,3.2,Sim,Padrão,Sim,Sim,37,PayPal,Por Mês
984,24,Masculino,Hat,Acessórios,45,New Mexico,L,Indigo,Inverno,3.5,Sim,Frete Grátis,Sim,Sim,40,Venmo,Bi-Semanalmente
985,26,Masculino,Shoes,Calçados,78,Utah,M,Verde,Verão,3.4,Sim,Frete Grátis,Sim,Sim,8,CVermelhoit Card,Bi-Semanalmente
986,32,Masculino,Handbag,Acessórios,80,West Virginia,M,Cinza,Cair,5,Sim,Expressa,Sim,Sim,12,Bank Transfer,Anualmente
987,54,Masculino,Scarf,Acessórios,96,Connecticut,S,Pêssego,Primavera,4.5,Sim,Retirada Na Loja,Sim,Sim,36,Bank Transfer,Por Mês
988,62,Masculino,Handbag,Acessórios,47,West Virginia,M,Carvão,Verão,2.8,Sim,Expressa,Sim,Sim,48,PayPal,Semanalmente
989,50,Masculino,Pants,Roupas,84,Ohio,M,Laranja,Inverno,4.9,Sim,Envio Em 2 Dias,Sim,Sim,47,PayPal,Quinzenal
990,70,Masculino,Shoes,Calçados,31,Texas,M,Bege,Primavera,3.1,Sim,Retirada Na Loja,Sim,Sim,2,Bank Transfer,Por Mês
991,48,Masculino,Sunglasses,Acessórios,63,Washington,S,Yellow,Primavera,4.8,Sim,Retirada Na Loja,Sim,Sim,24,Cash,Semanalmente
992,20,Masculino,Shorts,Roupas,97,Wisconsin,XL,Branco,Primavera,2.7,Sim,Padrão,Sim,Sim,40,Bank Transfer,Bi-Semanalmente
993,46,Masculino,Jacket,Agasalhos,99,Louisiana,M,Cinza,Inverno,4.6,Sim,Expressa,Sim,Sim,50,Debit Card,Semanalmente
994,51,Masculino,Sandals,Calçados,90,Iowa,M,Pêssego,Inverno,4.4,Sim,Retirada Na Loja,Sim,Sim,25,Cash,Semanalmente
995,53,Masculino,Shoes,Calçados,68,New York,L,Tolet,Cair,3.2,Sim,Expressa,Sim,Sim,20,Debit Card,Por Mês
996,44,Masculino,Jewelry,Acessórios,80,Idaho,M,Magenta,Primavera,3,Sim,Envio Em 2 Dias,Sim,Sim,10,Venmo,Semanalmente
997,29,Masculino,Sandals,Calçados,91,Delaware,L,Marrom,Verão,4.9,Sim,Padrão,Sim,Sim,32,Bank Transfer,Trimestral
998,64,Masculino,Pants,Roupas,30,Kentucky,M,Ciano,Primavera,3.6,Sim,Expressa,Sim,Sim,31,Cash,Quinzenal
999,51,Masculino,Shoes,Calçados,90,Connecticut,M,Branco,Primavera,3.8,Sim,Ar Do Dia Seguinte,Sim,Sim,48,Bank Transfer,Bi-Semanalmente
1000,50,Masculino,Socks,Roupas,28,New Mexico,L,Marrom,Primavera,2.9,Sim,Padrão,Sim,Sim,23,Debit Card,Por Mês
1001,43,Masculino,Socks,Roupas,46,Georgia,M,Vermelho,Inverno,3.9,Sim,Expressa,Sim,Sim,1,Bank Transfer,Bi-Semanalmente
1002,61,Masculino,Dress,Roupas,60,Washington,M,Laranja,Cair,3.6,Sim,Padrão,Sim,Sim,4,Debit Card,Quinzenal
1003,55,Masculino,Shoes,Calçados,59,North Dakota,M,Branco,Primavera,3.5,Sim,Retirada Na Loja,Sim,Sim,3,Bank Transfer,Bi-Semanalmente
1004,56,Masculino,Hat,Acessórios,68,Ohio,M,Verde,Cair,4,Sim,Retirada Na Loja,Sim,Sim,3,Cash,Bi-Semanalmente
1005,33,Masculino,Backpack,Acessórios,79,Tennessee,M,Preto,Verão,4.8,Sim,Envio Em 2 Dias,Sim,Sim,44,Cash,Anualmente
1006,43,Masculino,Backpack,Acessórios,94,New York,M,Ouro,Inverno,3.9,Sim,Retirada Na Loja,Sim,Sim,5,Debit Card,Bi-Semanalmente
1007,21,Masculino,Pants,Roupas,83,Michigan,S,Lavanda,Verão,4.5,Sim,Ar Do Dia Seguinte,Sim,Sim,50,Venmo,Trimestral
1008,58,Masculino,Gloves,Acessórios,62,Georgia,XL,Turquesa,Primavera,4.8,Sim,Padrão,Sim,Sim,2,CVermelhoit Card,Anualmente
1009,41,Masculino,Scarf,Acessórios,85,New Mexico,M,Rosa,Primavera,2.6,Sim,Retirada Na Loja,Sim,Sim,29,PayPal,Anualmente
1010,39,Masculino,Hoodie,Roupas,30,Louisiana,M,Prata,Verão,3.1,Sim,Expressa,Sim,Sim,11,Venmo,Anualmente
1011,54,Masculino,Jeans,Roupas,24,South Dakota,XL,Cinza,Primavera,4.7,Sim,Envio Em 2 Dias,Sim,Sim,37,CVermelhoit Card,Quinzenal
1012,43,Masculino,Backpack,Acessórios,25,Montana,L,Indigo,Primavera,2.9,Sim,Ar Do Dia Seguinte,Sim,Sim,32,Debit Card,Quinzenal
1013,28,Masculino,Sandals,Calçados,37,New Mexico,L,Cerceta,Verão,3.8,Sim,Expressa,Sim,Sim,27,CVermelhoit Card,Anualmente
1014,59,Masculino,Belt,Acessórios,69,South Carolina,XL,Verde,Verão,3.8,Sim,Envio Em 2 Dias,Sim,Sim,31,Venmo,Bi-Semanalmente
1015,28,Masculino,Shoes,Calçados,97,Ohio,M,Tolet,Verão,3,Sim,Padrão,Sim,Sim,36,Debit Card,Quinzenal
1016,68,Masculino,Gloves,Acessórios,24,North Carolina,M,Ciano,Verão,4.1,Sim,Padrão,Sim,Sim,34,Cash,Semanalmente
1017,20,Masculino,Belt,Acessórios,30,Idaho,XL,Azul,Verão,3.4,Sim,Expressa,Sim,Sim,15,Bank Transfer,Cada 3 Meses
1018,21,Masculino,Jacket,Agasalhos,53,Oklahoma,L,Laranja,Cair,2.5,Sim,Expressa,Sim,Sim,14,CVermelhoit Card,Anualmente
1019,50,Masculino,Dress,Roupas,70,Georgia,XL,Carvão,Primavera,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,46,Cash,Semanalmente
1020,32,Masculino,Shirt,Roupas,76,Kentucky,S,Bege,Inverno,2.8,Sim,Padrão,Sim,Sim,33,Venmo,Bi-Semanalmente
1021,24,Masculino,Scarf,Acessórios,95,Delaware,M,Preto,Cair,4.5,Sim,Expressa,Sim,Sim,41,Debit Card,Anualmente
1022,55,Masculino,Coat,Agasalhos,51,Massachusetts,S,Lavanda,Inverno,4.9,Sim,Envio Em 2 Dias,Sim,Sim,39,PayPal,Semanalmente
1023,61,Masculino,Handbag,Acessórios,41,Nebraska,M,Lavanda,Inverno,4.9,Sim,Retirada Na Loja,Sim,Sim,7,Cash,Anualmente
1024,61,Masculino,Sunglasses,Acessórios,71,Maine,S,Turquesa,Inverno,3.5,Sim,Frete Grátis,Sim,Sim,29,Bank Transfer,Cada 3 Meses
1025,28,Masculino,T-shirt,Roupas,66,Pennsylvania,M,Roxa,Verão,3.5,Sim,Frete Grátis,Sim,Sim,18,Venmo,Trimestral
1026,60,Masculino,Shirt,Roupas,84,Nebraska,M,Oliva,Inverno,4.9,Sim,Frete Grátis,Sim,Sim,15,CVermelhoit Card,Anualmente
1027,49,Masculino,Handbag,Acessórios,95,Virginia,L,Turquesa,Inverno,3,Sim,Expressa,Sim,Sim,39,PayPal,Bi-Semanalmente
1028,33,Masculino,Jewelry,Acessórios,90,Ohio,L,Cerceta,Verão,2.8,Sim,Ar Do Dia Seguinte,Sim,Sim,11,Cash,Por Mês
1029,45,Masculino,Hoodie,Roupas,36,Nebraska,S,Lavanda,Verão,3.7,Sim,Padrão,Sim,Sim,4,Cash,Quinzenal
1030,29,Masculino,Gloves,Acessórios,22,Ohio,M,Roxa,Primavera,3.6,Sim,Envio Em 2 Dias,Sim,Sim,33,Venmo,Bi-Semanalmente
1031,58,Masculino,Coat,Agasalhos,89,Kentucky,L,Azul,Inverno,3.3,Sim,Ar Do Dia Seguinte,Sim,Sim,37,Debit Card,Trimestral
1032,22,Masculino,Sandals,Calçados,50,Tennessee,M,Cerceta,Primavera,3.4,Sim,Frete Grátis,Sim,Sim,32,Cash,Trimestral
1033,55,Masculino,Boots,Calçados,36,Maine,M,Lavanda,Cair,4,Sim,Frete Grátis,Sim,Sim,44,CVermelhoit Card,Trimestral
1034,19,Masculino,Pants,Roupas,52,Montana,S,Prata,Primavera,4.6,Sim,Frete Grátis,Sim,Sim,41,Bank Transfer,Trimestral
1035,68,Masculino,Socks,Roupas,29,Maryland,M,Oliva,Cair,4.2,Sim,Ar Do Dia Seguinte,Sim,Sim,44,Bank Transfer,Semanalmente
1036,61,Masculino,Blouse,Roupas,89,Georgia,M,Marrom,Cair,2.8,Sim,Expressa,Sim,Sim,32,Venmo,Anualmente
1037,68,Masculino,Handbag,Acessórios,47,Hawaii,M,Yellow,Cair,3.7,Sim,Envio Em 2 Dias,Sim,Sim,13,Bank Transfer,Por Mês
1038,52,Masculino,Jewelry,Acessórios,25,Rhode Island,XL,Marrom,Primavera,3.4,Sim,Padrão,Sim,Sim,48,Debit Card,Trimestral
1039,41,Masculino,Pants,Roupas,74,Nebraska,XL,Ciano,Cair,3,Sim,Expressa,Sim,Sim,3,Bank Transfer,Semanalmente
1040,29,Masculino,Belt,Acessórios,46,Michigan,M,Magenta,Cair,4.8,Sim,Padrão,Sim,Sim,39,Venmo,Por Mês
1041,68,Masculino,Jeans,Roupas,22,North Carolina,S,Magenta,Cair,4,Sim,Ar Do Dia Seguinte,Sim,Sim,7,Cash,Quinzenal
1042,36,Masculino,Shirt,Roupas,25,Minnesota,M,Laranja,Verão,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,11,Cash,Quinzenal
1043,55,Masculino,Belt,Acessórios,80,Maryland,M,Marrom,Primavera,4.9,Sim,Ar Do Dia Seguinte,Sim,Sim,47,CVermelhoit Card,Semanalmente
1044,28,Masculino,Jeans,Roupas,76,Hawaii,M,Verde,Primavera,3.3,Sim,Envio Em 2 Dias,Sim,Sim,28,Debit Card,Quinzenal
1045,39,Masculino,Jeans,Roupas,30,Oregon,L,Cerceta,Verão,4.4,Sim,Ar Do Dia Seguinte,Sim,Sim,17,Bank Transfer,Cada 3 Meses
1046,54,Masculino,Sweater,Roupas,79,New Mexico,L,Preto,Cair,3.5,Sim,Envio Em 2 Dias,Sim,Sim,11,PayPal,Bi-Semanalmente
1047,40,Masculino,Sneakers,Calçados,22,Illinois,M,Magenta,Inverno,4.2,Sim,Padrão,Sim,Sim,12,Venmo,Anualmente
1048,31,Masculino,Socks,Roupas,36,Utah,S,Oliva,Cair,4.2,Sim,Padrão,Sim,Sim,7,CVermelhoit Card,Quinzenal
1049,30,Masculino,Socks,Roupas,77,Maine,L,Yellow,Cair,2.7,Sim,Padrão,Sim,Sim,19,Venmo,Quinzenal
1050,45,Masculino,Sunglasses,Acessórios,33,Virginia,S,Roxa,Cair,2.8,Sim,Retirada Na Loja,Sim,Sim,24,Cash,Trimestral
1051,48,Masculino,Sneakers,Calçados,64,Florida,M,Bege,Inverno,3.8,Sim,Ar Do Dia Seguinte,Sim,Sim,19,Venmo,Por Mês
1052,45,Masculino,Socks,Roupas,53,Ohio,M,Indigo,Cair,2.6,Sim,Frete Grátis,Sim,Sim,39,PayPal,Anualmente
1053,60,Masculino,Shoes,Calçados,36,Virginia,XL,Rosa,Cair,3,Sim,Envio Em 2 Dias,Sim,Sim,1,CVermelhoit Card,Quinzenal
1054,59,Masculino,Blouse,Roupas,70,Kansas,M,Azul,Primavera,3.3,No,Envio Em 2 Dias,Sim,Sim,10,Debit Card,Bi-Semanalmente
1055,18,Masculino,Shorts,Roupas,96,Arkansas,L,Ciano,Inverno,4.9,No,Expressa,Sim,Sim,48,PayPal,Trimestral
1056,70,Masculino,Jacket,Agasalhos,27,Massachusetts,M,Laranja,Primavera,3.3,No,Ar Do Dia Seguinte,Sim,Sim,24,Debit Card,Anualmente
1057,20,Masculino,Sweater,Roupas,64,Idaho,L,Preto,Inverno,2.9,No,Envio Em 2 Dias,Sim,Sim,42,Venmo,Quinzenal
1058,65,Masculino,Jacket,Agasalhos,23,Wisconsin,S,Marrom,Primavera,4.4,No,Envio Em 2 Dias,Sim,Sim,20,CVermelhoit Card,Semanalmente
1059,29,Masculino,Scarf,Acessórios,33,New Mexico,L,Tolet,Verão,3.1,No,Ar Do Dia Seguinte,Sim,Sim,49,Bank Transfer,Cada 3 Meses
1060,22,Masculino,Jacket,Agasalhos,34,North Carolina,M,Bege,Inverno,2.5,No,Padrão,Sim,Sim,25,Debit Card,Por Mês
1061,27,Masculino,Sweater,Roupas,35,Iowa,S,Cinza,Verão,2.6,No,Ar Do Dia Seguinte,Sim,Sim,21,Debit Card,Cada 3 Meses
1062,36,Masculino,Coat,Agasalhos,62,Idaho,M,Cinza,Verão,4.4,No,Frete Grátis,Sim,Sim,12,Venmo,Cada 3 Meses
1063,59,Masculino,Boots,Calçados,75,Ohio,M,Marrom,Cair,2.6,No,Ar Do Dia Seguinte,Sim,Sim,21,Debit Card,Cada 3 Meses
1064,62,Masculino,Hoodie,Roupas,29,Alabama,S,Indigo,Verão,3.3,No,Frete Grátis,Sim,Sim,35,Cash,Por Mês
1065,34,Masculino,Hat,Acessórios,28,Wyoming,M,Tolet,Primavera,3.5,No,Expressa,Sim,Sim,42,CVermelhoit Card,Cada 3 Meses
1066,59,Masculino,T-shirt,Roupas,20,Alabama,XL,Azul,Primavera,4.1,No,Retirada Na Loja,Sim,Sim,3,PayPal,Cada 3 Meses
1067,49,Masculino,Coat,Agasalhos,96,Mississippi,M,Vermelho,Inverno,4,No,Retirada Na Loja,Sim,Sim,11,PayPal,Bi-Semanalmente
1068,18,Masculino,Dress,Roupas,43,Pennsylvania,S,Pêssego,Verão,2.7,No,Envio Em 2 Dias,Sim,Sim,22,PayPal,Trimestral
1069,55,Masculino,Shirt,Roupas,94,Wyoming,M,Oliva,Cair,2.5,No,Padrão,Sim,Sim,47,CVermelhoit Card,Semanalmente
1070,38,Masculino,Skirt,Roupas,81,Maryland,XL,Branco,Cair,4.3,No,Ar Do Dia Seguinte,Sim,Sim,33,Venmo,Cada 3 Meses
1071,50,Masculino,Jewelry,Acessórios,75,North Carolina,M,Magenta,Verão,3.3,No,Frete Grátis,Sim,Sim,50,Debit Card,Semanalmente
1072,61,Masculino,Hat,Acessórios,81,Pennsylvania,M,Bege,Verão,2.6,No,Expressa,Sim,Sim,46,CVermelhoit Card,Por Mês
1073,48,Masculino,Shorts,Roupas,92,Idaho,L,Ouro,Cair,3.5,No,Expressa,Sim,Sim,34,Debit Card,Quinzenal
1074,22,Masculino,Scarf,Acessórios,96,California,XL,Roxa,Primavera,4,No,Retirada Na Loja,Sim,Sim,33,CVermelhoit Card,Por Mês
1075,48,Masculino,Jewelry,Acessórios,71,Tennessee,S,Branco,Cair,2.6,No,Padrão,Sim,Sim,45,Bank Transfer,Quinzenal
1076,57,Masculino,Sunglasses,Acessórios,50,Missouri,L,Indigo,Verão,4.9,No,Ar Do Dia Seguinte,Sim,Sim,32,Debit Card,Bi-Semanalmente
1077,33,Masculino,Coat,Agasalhos,72,North Dakota,L,Carvão,Primavera,2.9,No,Padrão,Sim,Sim,47,Venmo,Bi-Semanalmente
1078,58,Masculino,Jacket,Agasalhos,28,West Virginia,M,Rosa,Inverno,3.7,No,Padrão,Sim,Sim,5,PayPal,Trimestral
1079,37,Masculino,Sweater,Roupas,59,Arizona,M,Prata,Cair,4.4,No,Expressa,Sim,Sim,49,CVermelhoit Card,Quinzenal
1080,18,Masculino,Coat,Agasalhos,33,Oklahoma,S,Azul,Verão,4.4,No,Frete Grátis,Sim,Sim,48,Bank Transfer,Por Mês
1081,65,Masculino,Scarf,Acessórios,59,Pennsylvania,L,Azul,Cair,3.8,No,Expressa,Sim,Sim,22,Cash,Cada 3 Meses
1082,62,Masculino,Belt,Acessórios,30,Idaho,XL,Marrom,Primavera,4.5,No,Padrão,Sim,Sim,45,CVermelhoit Card,Anualmente
1083,54,Masculino,Hat,Acessórios,85,South Carolina,XL,Ciano,Inverno,2.6,No,Ar Do Dia Seguinte,Sim,Sim,30,Venmo,Trimestral
1084,35,Masculino,Backpack,Acessórios,97,Washington,L,Cerceta,Verão,3.3,No,Retirada Na Loja,Sim,Sim,43,Cash,Semanalmente
1085,34,Masculino,T-shirt,Roupas,36,Arkansas,S,Roxa,Cair,4.1,No,Ar Do Dia Seguinte,Sim,Sim,48,Cash,Trimestral
1086,25,Masculino,Jewelry,Acessórios,85,Utah,M,Turquesa,Inverno,3,No,Retirada Na Loja,Sim,Sim,23,Venmo,Quinzenal
1087,53,Masculino,Sunglasses,Acessórios,62,Alaska,M,Oliva,Inverno,3,No,Frete Grátis,Sim,Sim,27,PayPal,Bi-Semanalmente
1088,45,Masculino,Jeans,Roupas,71,West Virginia,S,Branco,Inverno,3.4,No,Ar Do Dia Seguinte,Sim,Sim,7,Bank Transfer,Por Mês
1089,49,Masculino,Pants,Roupas,21,Louisiana,M,Turquesa,Inverno,2.7,No,Frete Grátis,Sim,Sim,2,PayPal,Semanalmente
1090,40,Masculino,Backpack,Acessórios,61,Arizona,M,Prata,Primavera,3.8,No,Ar Do Dia Seguinte,Sim,Sim,33,PayPal,Bi-Semanalmente
1091,38,Masculino,Scarf,Acessórios,58,Connecticut,M,Tolet,Primavera,4.2,No,Retirada Na Loja,Sim,Sim,27,Cash,Quinzenal
1092,44,Masculino,Sweater,Roupas,80,North Carolina,L,Lavanda,Primavera,4.7,No,Retirada Na Loja,Sim,Sim,6,CVermelhoit Card,Quinzenal
1093,68,Masculino,Jewelry,Acessórios,50,South Dakota,L,Magenta,Primavera,4.1,No,Envio Em 2 Dias,Sim,Sim,20,Venmo,Trimestral
1094,60,Masculino,Sneakers,Calçados,48,Delaware,S,Indigo,Inverno,4.2,No,Envio Em 2 Dias,Sim,Sim,46,Venmo,Cada 3 Meses
1095,25,Masculino,Jewelry,Acessórios,40,Connecticut,M,Preto,Inverno,4.8,No,Ar Do Dia Seguinte,Sim,Sim,25,Cash,Trimestral
1096,19,Masculino,Coat,Agasalhos,34,Tennessee,S,Pêssego,Verão,3,No,Frete Grátis,Sim,Sim,30,Bank Transfer,Trimestral
1097,57,Masculino,Coat,Agasalhos,46,New Hampshire,S,Bege,Cair,2.6,No,Padrão,Sim,Sim,48,CVermelhoit Card,Anualmente
1098,58,Masculino,Sunglasses,Acessórios,27,Vermont,M,Preto,Verão,3.2,No,Retirada Na Loja,Sim,Sim,47,Bank Transfer,Semanalmente
1099,49,Masculino,Handbag,Acessórios,98,Idaho,S,Turquesa,Primavera,3.6,No,Ar Do Dia Seguinte,Sim,Sim,27,CVermelhoit Card,Semanalmente
1100,19,Masculino,Sweater,Roupas,73,North Carolina,M,Pêssego,Cair,2.6,No,Ar Do Dia Seguinte,Sim,Sim,45,Bank Transfer,Quinzenal
1101,50,Masculino,Pants,Roupas,28,Nevada,L,Ouro,Primavera,4.4,No,Expressa,Sim,Sim,2,CVermelhoit Card,Semanalmente
1102,30,Masculino,Gloves,Acessórios,76,Delaware,XL,Prata,Cair,3,No,Frete Grátis,Sim,Sim,39,Cash,Quinzenal
1103,52,Masculino,Sweater,Roupas,83,Texas,M,Pêssego,Cair,2.9,No,Expressa,Sim,Sim,24,Cash,Quinzenal
1104,35,Masculino,Hoodie,Roupas,23,Tennessee,S,Carvão,Primavera,4.3,No,Frete Grátis,Sim,Sim,8,Debit Card,Bi-Semanalmente
1105,35,Masculino,Hat,Acessórios,28,Delaware,M,Bege,Cair,3.1,No,Expressa,Sim,Sim,8,Bank Transfer,Trimestral
1106,33,Masculino,T-shirt,Roupas,83,Massachusetts,S,Oliva,Primavera,3,No,Ar Do Dia Seguinte,Sim,Sim,6,Venmo,Cada 3 Meses
1107,52,Masculino,Skirt,Roupas,96,Minnesota,L,Tolet,Inverno,3.6,No,Retirada Na Loja,Sim,Sim,12,Venmo,Quinzenal
1108,69,Masculino,Sneakers,Calçados,62,Texas,M,Pêssego,Cair,2.8,No,Retirada Na Loja,Sim,Sim,26,Bank Transfer,Semanalmente
1109,27,Masculino,Shorts,Roupas,25,Nebraska,M,Cerceta,Cair,2.8,No,Padrão,Sim,Sim,50,Cash,Quinzenal
